Country,Section,Detail
Germany,Corporate Culture,"Germans generally discuss business after a few minutes of 
              general discussion."
Germany,Corporate Culture,"Arrive at meetings well prepared. Avoid hard-sell tactics or 
              surprise."
Germany,Corporate Culture,"Germans take business very seriously. Levity is not common in 
              the workplace."
Germany,Corporate Culture,Business cards in English are acceptable.
Germany,Corporate Culture,"Germans are competitive, ambitious and hard bargainers."
Germany,Corporate Culture,"Germans value their privacy. They tend to keep their office 
              doors closed. Always knock on doors before entering."
Germany,Corporate Culture,"Objective criticism isn't given or received easily. 
              Compliments are seldom given for work product."
Germany,Corporate Culture,"Strict vertical hierarchy exists. Power is held by a small 
              number of people at the top. Deference is given to authority. 
              Subordinates rarely contradict or criticize the boss publicly."
Germany,Corporate Culture,"Organization is logical, methodical and compartmentalized with 
              procedures and routines done ""by the book."""
Germany,Corporate Culture,Decision making is slow with thorough analysis of all facts.
Germany,Corporate Culture,"Germans are not comfortable handling the unexpected. Plans are 
              cautious with fallback positions, contingency plans, and 
              comprehensive action steps -- carried out to the letter."
Germany,Corporate Culture,"Germans produce massive written communications to elaborate on 
              and confirm discussions."
Germany,Corporate Culture,"Written or spoken presentations should be specific, factual, 
              technical and realistic."
Germany,Corporate Culture,"Reports, briefings and presentations should be backed up by 
              facts, figures, tables and charts."
Germany,Corporate Culture,"Germans have an aversion to divergent opinions, but will 
              negotiate and debate an issue fervently."
Germany,Corporate Culture,"Remain silent if the floor has not been given to you or if you 
              are not prepared to make an informed contribution."
Germany,Corporate Culture,"Decisions are often debated informally and are generally made 
              before meetings with compliance rather than consensus expected in 
              the meeting."
Germany,Corporate Culture,"Always deliver information, products, proposals, etc., to 
              clients on time."
Germany,Corporate Culture,Do not call a German at home unless it is an emergency.
Germany,Dining and Entertainment,"To beckon a waiter, raise your hand and say, ""Herr Ober."" To 
              beckon a waitress, raise your hand and say, ""Fräulein."""
Germany,Dining and Entertainment,"Business breakfasts are arranged, but more often a business 
              lunch is preferred."
Germany,Dining and Entertainment,"Lunch with business colleagues generally involves social 
              conversation. Do not discuss business during lunch or dinner 
              unless your German host initiates the conversation."
Germany,Dining and Entertainment,Business entertaining is usually done in restaurants.
Germany,Dining and Entertainment,Spouses are generally not included in business dinners.
Germany,Dining and Entertainment,"Nobody drinks at a dinner party before the host has drunk. The 
              host will raise his glass to the woman on his right and then toast 
              to the health of the group. Thereafter, people may drink as they 
              see fit."
Germany,Dining and Entertainment,"When toasting as a guest, hold the glass only at the stem, 
              clink your glass with everyone near you at the table and say 
              Prosit, then take a drink. Then look into the eyes of someone at 
              your table and lift your glass just slightly, then bring your 
              glass down to the table."
Germany,Dining and Entertainment,"Guten Appetit is said before eating and means ""enjoy your 
              meal"". It is the host's way of saying, ""please start"". Guests can 
              respond by saying Guten Appetit or Danke ebenfalls, which means, 
              ""thank you."""
Germany,Dining and Entertainment,"A guest of honor is seated to the left of the hostess if it is 
              a man and to the right of the host if it is a woman."
Germany,Dining and Entertainment,"Keep your hands on the table at all times during a meal -- not 
              in your lap. However, take care to keep your elbows off the table."
Germany,Dining and Entertainment,"Use a knife and fork to eat sandwiches, fruit, and most food."
Germany,Dining and Entertainment,"Do not use a knife to cut potatoes or dumplings (suggests food 
              is not tender). The general rule is whatever does not need a 
              knife, should not be touched with your knife."
Germany,Dining and Entertainment,"Never cut fish with anything but a fish knife. If a fish knife 
              is not offered, two forks are acceptable."
Germany,Dining and Entertainment,"Do not leave any food on your plate when you are finished 
              eating."
Germany,Dining and Entertainment,"Do not smoke until after dinner is finished and coffee is 
              served. Then ask permission."
Germany,Dining and Entertainment,"When finished eating, place knife and fork side by side on the 
              plate at the 5:25 position."
Germany,Dining and Entertainment,"If you are taking a break during the meal, but would like to 
              continue eating or would like more food, cross the knife and fork 
              on your plate with the fork over the knife."
Germany,Dining and Entertainment,"Germans don't tend to stay long after dinner. The honored 
              guests are expected to make the first move to leave."
Germany,Dining and Entertainment,"A ""thank you"" is usually done in person or with a telephone 
              call."
Germany,Dining and Entertainment,"Do not ask for a tour of your host's home, it would be 
              considered impolite."
Germany,Dress,Being well and correctly dressed is very important.
Germany,Dress,Casual or sloppy attire is frowned upon.
Germany,Dress,"For business, men should wear suits (dark colors) and ties. 
              Women should wear dresses, suits, pantsuits, skirts and blouses."
Germany,Gifts,"Gifts are normally not exchanged at business meetings, but 
              small gifts may be appropriate at the successful conclusion of 
              negotiations."
Germany,Gifts,"Give books, bourbon, whiskey or classical music. American-made 
              gifts are very appropriate."
Germany,Gifts,"Do not give pointed objects like knives, scissors, umbrellas 
              (considered unlucky), personal items, extravagant gifts or wine 
              (Germans are very proud of their wine cellars)."
Germany,Gifts,"When invited to someone's home, always bring a small gift for 
              the hostess."
Germany,Gifts,"For a large party, it is nice to send flowers before the party 
              or the next day."
Germany,Gifts,"Give an uneven number of flowers (unwrapped, not 13), yellow 
              roses, tea roses or chocolates."
Germany,Gifts,"Do not give red roses (love symbol) or carnations (mourning). 
              Yellow and white chrysanthemums and calla lilies are given for 
              funerals only."
Germany,Helpful Hints,"Germans are more formal and punctual than most of the world. 
              They have prescribed roles and seldom step out of line."
Germany,Helpful Hints,"A man or younger person should always walk to the left side of 
              a lady."
Germany,Helpful Hints,"Traditional good manners call for the man to walk in front of 
              a woman when walking into a public place. This is a symbol of 
              protection and of the man leading the woman. A man should open the 
              door for a woman and allow her to walk into the building, at which 
              time the woman will stop and wait for the man. The man should then 
              proceed to lead the woman to her designation. If going to a 
              restaurant, the man may relinquish his leadership role to the 
              maitre' de."
Germany,Helpful Hints,"Don't be offended if someone corrects your behavior (i.e., 
              taking jacket off in restaurant, parking in wrong spot, etc.). 
              Policing each other is seen as a social duty."
Germany,Helpful Hints,"Compliment carefully and sparingly -- it may embarrass rather 
              than please."
Germany,Helpful Hints,"Don’t lose your temper publicly. This is viewed as uncouth and 
              sign of weakness."
Germany,Helpful Hints,Stand when an elder or higher ranked person enters the room.
Germany,Helpful Hints,"Don’t shout or be loud, put your feet on furniture or chew gum 
              in public."
Germany,Especially for Women,"Traditionally, there has been little acceptance of women in 
              high positions of responsibility and power in business."
Germany,Especially for Women,"Women, especially foreign women, must establish their position 
              and ability immediately in order to conduct business successfully 
              in Germany."
Germany,Especially for Women,"A woman should not feel inhibited to invite a German man to 
              dinner for business and will not have any problems paying."
Germany,Especially for Women,
Germany,Especially for Women,
Germany,Especially for Women,^Back to Top
Greece,Meeting and Greeting,"Shake hands with everyone present--men, women and children--at 
              a business or social meeting. Shake hands again when leaving."
Greece,Meeting and Greeting,Good friends are most likely to embrace and kiss.
Greece,Body Language,Greeks are very demonstrative and affectionate.
Greece,Body Language,"Nodding your head ""yes"" is not polite; say ""yes"" instead."
Greece,Body Language,"""Yes"" is signified by a slight downward nod of the head; “no"" 
              is a slight upward nod of the head."
Greece,Body Language,"The “O.K.” sign is a rude gesture; ""thumbs up"" means O.K."
Greece,Corporate Culture,"Punctuality is not particularly important in Greece, but 
              foreigners are expected to be on time for business meetings, even 
              though his/her Greek counterpart may be late."
Greece,Corporate Culture,"Greeks want to get to know you before they will do business 
              with you. Business meetings will usually begin with general 
              conversation before business is discussed."
Greece,Corporate Culture,"Trust is a major ingredient for acceptance and is much more 
              important than qualifications, expertise or performance. Greeks 
              and may be slow to trust foreigners."
Greece,Corporate Culture,"Greeks distrust written communications. Put everything down on 
              paper and get the appropriate signatures. Letters/memos are often 
              stiff and formal."
Greece,Corporate Culture,"Avoid telephoning unless it is impossible to meet. Personal, 
              face-to-face contact in all matters is vital to communications."
Greece,Corporate Culture,"There is one boss, and he/she takes complete responsibility. 
              The boss is the owner or the owner's most trusted employee."
Greece,Corporate Culture,"Meetings are often forums for expressing personal opinions 
              (usually contrary) or to inform the group about what is taking 
              place; they seldom have a formal agenda."
Greece,Corporate Culture,"Consensus is important and meetings may last or be reconvened 
              until unanimity is reached."
Greece,Corporate Culture,"The official work day starts early, ends at lunch and may 
              start again at 5:00 p.m."
Greece,Dining and Entertainment,"Arrive at least 30 minutes late for a dinner party. 8:00 means 
              ""after 8:00."""
Greece,Dining and Entertainment,Greeks are extremely generous hosts.
Greece,Dining and Entertainment,"Greeks may share the bill with the host, but a foreigner 
              should not try to do so. The person who extends the invitation 
              pays."
Greece,Dining and Entertainment,"Eat everything on your plate. If you cannot eat everything on 
              your plate, you must tell the hostess that it is too much food the 
              moment you are given your plate. At that time, your plate with 
              either be brought back to the kitchen and some food taken off, or 
              the hostess will insist that you try to eat what you can."
Greece,Dining and Entertainment,"Eat more, stay longer or do whatever a host insists upon. The 
              offer will be very sincere."
Greece,Dining and Entertainment,Try to join in Greek dances. It is greatly appreciated.
Greece,Dining and Entertainment,"Business dinners are social occasions. Follow your host's lead 
              as to whether or not business is discussed at dinner."
Greece,Dining and Entertainment,Be extremely careful of your wine intake.
Greece,Dress,Dress is more informal than in most European countries.
Greece,Dress,Women most often wear dresses.
Greece,Gifts,"Always bring the hostess a gift when invited to someone's 
              home. Give: expensive wines, brandy, pastries, whiskey, cut 
              flowers. Do not give: inexpensive wines, knives, sharp objects."
Greece,Gifts,"Business gifts are commonly exchanged among business 
              colleagues. Give: expensive wines, something for the home, Greek 
              handicrafts, gifts with company logo. Do not give: inexpensive 
              wines, sharp objects."
Greece,Helpful Hints,"The Greeks ""pass"" time, not ""use"" it."
Greece,Helpful Hints,"Expect Greeks to ask personal questions, such as ""Are you 
              married?"" or ""Do you have children?"" This is not considered rude, 
              but an attempt to get to know you personally."
Greece,Especially for Women,Foreign women will find Greece a good place to do business.
Greece,Especially for Women,"Women's opportunities in business depend on their connections, 
              the same as for men."
Greece,Especially for Women,"It could be a problem for a foreign woman to invite a Greek 
              man to lunch or dinner. Invite others along as well or, if for 
              dinner, invite his wife."
Greece,Especially for Women,"A Greek man will always try to pay, but if you make 
              arrangements beforehand and are insistent, he will probably give 
              in."
Greece,Especially for Women,
Greece,Especially for Women,^Back to Top
Hong Kong,Meeting and Greeting,"Shake hands with everyone -- men, women and children -- upon 
              meeting and leaving. Note that Hong Kong Chinese handshakes may be 
              less firm than a Western handshake."
Hong Kong,Meeting and Greeting,"Higher-ranking persons are introduced before those of lower 
              rank. An older person comes before a younger person, and a woman 
              before a man. Family members are greeted in order of age, oldest 
              first and youngest last."
Hong Kong,Meeting and Greeting,"It is polite to inquire about a person's health or activities 
              upon greeting."
Hong Kong,Names and Titles,"Use family names and appropriate titles until specifically 
              invited by your host or colleagues to use their first names."
Hong Kong,Names and Titles,"Address the Chinese with Mr., Mrs., Miss or professional title 
              plus family name. Example: Lau Gan Lei would be Mr. Lau or Doctor 
              Lau or Professor Lau."
Hong Kong,Names and Titles,"Chinese names have two parts: family name and given name. The 
              family name comes first."
Hong Kong,Body Language,"Hong Kong Chinese may stand close when talking, however, they 
              are reserved and uncomfortable with body contact. Do not hug, kiss 
              or pat people on the back."
Hong Kong,Body Language,Winking at someone is considered a very rude gesture.
Hong Kong,Body Language,Request your bill by making a writing motion with your hand.
Hong Kong,Body Language,"To beckon someone, extend your arm, palm down, and make a 
              scratching motion with your fingers."
Hong Kong,Body Language,"Never point with your index finger. This is used only for 
              animals. Point with your hand open."
Hong Kong,Corporate Culture,"Many Hong Kong businesspeople have been educated in Western 
              schools and are well-heeled, well-traveled and possess an 
              international perspective. The business climate in Hong Kong is 
              ""wide open,"" with a free market and limited government 
              involvement. Hong Kong business activities are competitive, honest 
              and quick. Making money is the main goal. The style of business is 
              similar to that of the United States."
Hong Kong,Corporate Culture,"Punctuality is expected and respected; be on time for all 
              appointments. Allow ""courtesy time"" (30 minutes) if someone is 
              late for an appointment with you."
Hong Kong,Corporate Culture,"Tea is served at meetings. Do not drink until your host takes 
              the first sip. A host leaving tea untouched signals the end of the 
              meeting."
Hong Kong,Corporate Culture,"Bring business cards printed in English on one side and 
              Chinese on the other side. Make sure that the Chinese side uses 
              ""classical"" characters, the written form of Chinese used in Hong 
              Kong, and not ""simplified"" characters, which are used in the 
              People's Republic of China. Upon introduction, present your 
              business card with both hands and with the Chinese side up."
Hong Kong,Corporate Culture,"Be sure to look at a business card upon receiving it. Do not 
              write on a business card in front of the person who gave it to 
              you."
Hong Kong,Corporate Culture,"Lawyers are not included in negotiations until contracts are 
              drawn up and signed."
Hong Kong,Corporate Culture,"Negotiations may be slow and detailed, but very efficient. 
              Send senior people with technical and commercial expertise 
              prepared to function as a team and make decisions on the spot. 
              Business deals may be sealed with a handshake alone. Be prepared 
              to compromise."
Hong Kong,Corporate Culture,"Banking contacts are very important. Use a bank to set up your 
              meetings."
Hong Kong,Corporate Culture,"Take time to build relationships. It may take several meetings 
              to accomplish goals. Do business face to face. Courtesy calls and 
              personal selling are vital to success."
Hong Kong,Corporate Culture,"""Yes"" may not mean agreement; it often means ""I hear you."" 
              ""No"" is generally not said. Instead, you may hear ""I will have to 
              wait,"" or ""This may be very difficult."""
Hong Kong,Corporate Culture,"Do not attempt to open an office in Hong Kong without hiring 
              or consulting a ""geomancer""/""feng shui"" professional. A feng shui 
              professional advises on facility, moving date, opening date, 
              entrance, etc. and positions office furniture to be in harmony 
              with cosmic forces. Do not ignore this custom. Many Chinese will 
              not do business without feng shui approval for fear of trouble 
              from spirits. Ask a Hong Kong businessperson for the name and 
              number of a reliable feng shui professional."
Hong Kong,Corporate Culture,"Make appointments for business meetings a month before 
              arrival."
Hong Kong,Dining and Entertainment,"Tea is the customary beverage for all occasions. Your teacup 
              will be refilled continually. Leave your cup full if you are 
              finished. Chinese find adding sugar and cream to tea a very 
              strange Western habit. Place teapot lid upside down (or open if 
              attached) to signal the waiter for more tea."
Hong Kong,Dining and Entertainment,"Toasting is an important part of a Chinese dinner. If you are 
              the guest of honor and are toasted, smile, raise your glass, make 
              eye contact, drink, raise your glass and thank the host and 
              guests."
Hong Kong,Dining and Entertainment,"The guest of honor rises and thanks the host for everyone 
              present at the end of dinner. Make a simple, polite, short toast 
              to friendship, success and cooperation."
Hong Kong,Dining and Entertainment,"The banquet host visits each table and makes a toast. A toast 
              is often made in the middle of a banquet when the shark fin soup 
              is served."
Hong Kong,Dining and Entertainment,"Be sure to eat and show appreciation for shark fin soup if it 
              is offered. This delicacy is offered only to special guests, and 
              is very expensive."
Hong Kong,Dining and Entertainment,"It is bad manners for a host not to keep a guest's plate full, 
              and it is even worse for a guest not to continue eating as long as 
              the plate is full. Always leave some food on your dish after you 
              are finished with each course. Otherwise the host will continue 
              refilling your plate or bowl."
Hong Kong,Dining and Entertainment,"Be sure to reciprocate with a banquet of equal quality. Your 
              hotel can assist you in preparations."
Hong Kong,Dining and Entertainment,"Rice is served as a filler. Do not eat large amounts, which 
              implies the host has not served enough food."
Hong Kong,Dining and Entertainment,"Lay your chopsticks on your chopstick rest or neatly on the 
              table when you are finished eating. Never stick them in a bowl of 
              rice."
Hong Kong,Dining and Entertainment,"Don't be afraid to dirty the tablecloth. Bones, shells, etc. 
              are put on the table; do not put them in your rice bowl. A plate 
              may be provided for this purpose."
Hong Kong,Dining and Entertainment,"The Chinese find belching, slurping, clanging utensils and 
              making loud noises at the dinner table acceptable, sometimes even 
              complimentary."
Hong Kong,Dining and Entertainment,"Oranges or other fruits are served to signal the end of the 
              meal. Leave soon after the meal ends."
Hong Kong,Dining and Entertainment,"Never refuse an invitation to lunch or dinner. If you can't 
              make the date, suggest another date."
Hong Kong,Dining and Entertainment,"Spouses are usually not included in business dining. Do not 
              bring a spouse unless invited to do so. If spouses are present, 
              business is generally not discussed."
Hong Kong,Dress,"Hong Kong residents are very style-conscious and dress well. 
              Modesty and cleanliness are very important."
Hong Kong,Dress,"All types of clothing are worn in Hong Kong. However, taste 
              and fashion look more toward Japan than Britain or the United 
              States. Clothing should be light for summer with sweaters and 
              jackets for winter."
Hong Kong,Dress,"For business, men should wear conservative and lightweight 
              Western-style suits and ties. Women should wear conservative 
              dresses, suits or skirts and blouses."
Hong Kong,Dress,Wear a good watch. It will be noticed.
Hong Kong,Dress,"The Chinese tend to dress up when going out in the evening. 
              Most European-style hotel restaurants require a coat and tie in 
              the evening. Women should wear cocktail dresses or evening pants."
Hong Kong,Gifts,"Gift giving is a tradition in Hong Kong that communicates 
              respect and friendship. Be prepared to present a small gift at the 
              first meeting, such as high-quality cognac, brandy, candy or pens. 
              Unlike other Asian countries, Scotch whiskey is not special in 
              Hong Kong."
Hong Kong,Gifts,Never go to a Chinese home without a gift.
Hong Kong,Gifts,"Present and receive a gift with both hands. Do not open a gift 
              upon receiving it."
Hong Kong,Gifts,"The word for the number ""3"" in Chinese sounds like the word 
              for ""life,"" and the word for the number ""8"" sounds like the word 
              for ""prosperity."" The Chinese word for number ""9"" is a homonym for 
              the word ""eternity."" Give gifts in these numbers, if possible. Do 
              not give gifts in a group of four; the Chinese word for ""4"" sounds 
              similar to the word for ""death."""
Hong Kong,Gifts,"Avoid giving white or red flowers (white is a symbol of 
              mourning, red is a symbol of blood); clocks are associated with 
              death, but watches are suitable gifts."
Hong Kong,Gifts,"Every conceivable product can be purchased in Hong Kong. Try 
              to bring something from your hometown or state."
Hong Kong,Gifts,It is illegal to give a civil servant a gift.
Hong Kong,Helpful Hints,"The Chinese are famous for communicating by ""Saying it without 
              saying it."" You will have to learn to read between the lines."
Hong Kong,Helpful Hints,Expect Hong Kong Chinese to ask personal questions.
Hong Kong,Helpful Hints,"Compliment Hong Kong Chinese, but expect a denial. Politely 
              deny a compliment to show humility. Do not say thank you."
Hong Kong,Helpful Hints,Do not speak loudly.
Hong Kong,Helpful Hints,"You may be referred to as ""Gweilo"" (foreign devil). While 
              perhaps insulting, it is generally not a personal attack."
Hong Kong,Helpful Hints,"Hong Kong Chinese are very superstitious; mentioning failure, 
              poverty or death offends them."
Hong Kong,Especially for Women,"Foreign businesswomen should have little trouble conducting 
              business in Hong Kong."
Hong Kong,Especially for Women,"Chinese women generally do not drink alcohol. However, it is 
              acceptable for Western women to drink alcohol in moderation."
Hong Kong,Especially for Women,
Hong Kong,Especially for Women,^Back to Top
India,Meeting and Greeting,"Westerners may shake hands, however, greeting with 'namaste' 
              (na-mas-TAY) (placing both hands together with a slight bow) is 
              appreciated and shows respect for Indian customs."
India,Meeting and Greeting,"Men shake hands with men when meeting or leaving. Men do not 
              touch women when meeting or greeting. Western women may offer 
              their hand to a westernized Indian man, but not normally to 
              others. Traditional Indian women may shake hands with foreign 
              women but not usually with men."
India,Body Language,Public displays of affection are not proper.
India,Body Language,"Indians generally allow an arm's length space between 
              themselves and others. Don't stand close to Indians. Indians value 
              personal space."
India,Body Language,"Indian men may engage in friendly back patting merely as a 
              sign of friendship."
India,Body Language,"When an Indian smiles and jerks his/her head backward -- a 
              gesture that looks somewhat like a Western ""no"" -- or moves his 
              head in a figure 8, this means ""yes."""
India,Body Language,"The Western side-to-side hand wave for ""hello"" is frequently 
              interpreted by Indians as ""no"" or ""go away."""
India,Body Language,"Use your right hand only to touch someone, pass money or pick 
              up merchandise. The left hand is considered unclean."
India,Body Language,Do not touch anyone's head. The head is considered sensitive.
India,Body Language,"Feet are considered unclean. Feet are sacred for holy men and 
              women. Pointing footwear at people is considered an insult."
India,Body Language,"Indians are very sensitive to being beckoned rudely. Hand and 
              arm waved up and down (Western ""good-bye"") means ""come here."" To 
              beckon, extend your arm, palm down and make a scratching motion 
              with fingers kept together."
India,Body Language,"Never point with a single finger or two fingers (used only 
              with inferiors). Point with your chin, whole hand or thumb. The 
              chin is not used to point at superiors."
India,Corporate Culture,"Business cards are exchanged and Indians are very conscious of 
              the protocol. Always present business cards when introduced. 
              English is appropriate for business cards."
India,Corporate Culture,"Decisions are strongly influenced from the top. Usually one 
              person makes all major decisions. Attempt to deal with the 
              highest-level person available."
India,Corporate Culture,"It is considered rude to plunge into business discussions 
              immediately. Ask about your counterpart’s family, interests, 
              hobbies, etc. before beginning business discussions."
India,Corporate Culture,"Business is slow and difficult in India. Be polite, but 
              persistent. Do not get angry if you are told something ""can't be 
              done."" Instead, restate your request firmly but with a smile. Plan 
              on several visits before you reach an agreement."
India,Corporate Culture,"You may be offered a sugary, milky tea, coffee or a soft 
              drink. Don’t refuse. Note that your glass or cup may be refilled 
              as soon as it is emptied."
India,Corporate Culture,"Indian counterparts may not show up for scheduled meetings. Be 
              prepared to reschedule."
India,Dining and Entertainment,"Initial business entertainment is done in restaurants in 
              prestigious hotels. Business can be discussed during meals. Allow 
              your host to initiate business conversation."
India,Dining and Entertainment,"Never flatly refuse an invitation to a home or dinner of a 
              business counterpart; if you can’t make it, offer a plausible 
              excuse."
India,Dining and Entertainment,Spouses are often included in social/business functions.
India,Dining and Entertainment,"Strict orthodox Muslims don't drink any alcohol. Most Hindus, 
              especially women, do not consume alcohol."
India,Dining and Entertainment,"Arrive 15-30 minutes later than the stated time for a dinner 
              party."
India,Dining and Entertainment,"At a social gathering a garland of flowers is often placed 
              around a guest's neck. Remove it after a few minutes and carry it 
              in your hand to show humility."
India,Dining and Entertainment,"Allow hosts to serve you. Never refuse food, but don’t feel 
              obligated to empty your plate. Hindu hosts are never supposed to 
              let their guests’ plates be empty."
India,Dining and Entertainment,"If hosts eat with hands, assure them you enjoy doing the same. 
              If utensils are not used, use your right hand and your first three 
              fingers and thumb only."
India,Dining and Entertainment,"Take food from communal dish with a spoon; never your fingers. 
              Use chappati or poori (bread) torn into small chunks to scoop up 
              food."
India,Dining and Entertainment,The host pays for guests in a restaurant.
India,Dining and Entertainment,"Guests give gifts to the host and the host's children as a 
              ""thank you."""
India,Dining and Entertainment,"You should reciprocate invitations with a meal of comparable 
              value. Never invite someone to a far more lavish dinner -- it 
              might embarrass them."
India,Dress,"For business, men should wear suits and ties. During summer 
              months, you may omit the jacket."
India,Dress,Women should wear conservative pantsuits or dresses.
India,Gifts,"Give gifts with both hands. Gifts are not normally opened in 
              the presence of the giver."
India,Gifts,"Gifts from your country are appreciated (perfume, chocolates, 
              small china or crystal objects)."
India,Gifts,"Gifts are not normally expected at the first meeting. Gifts 
              may be given once a relationship develops."
India,Helpful Hints,"When an Indian answers, ""I will try,"" he or she generally 
              means ""no."" This is considered a polite ""no."""
India,Helpful Hints,"Many Indians do not wear shoes inside a home. Follow your 
              host. Make sure your socks are clean and do not have holes."
India,Helpful Hints,"Apologize immediately if your feet or shoes touch another 
              person."
India,Helpful Hints,"Ask permission before smoking. It is considered rude to smoke 
              in the presence of elders."
India,Helpful Hints,Do not show anger.
India,Especially for Women,"India is a difficult place to do business, but particularly 
              tough for women. India is a male-dominated society. Western women 
              may be accepted, but must establish their position and title 
              immediately to warrant acceptance."
India,Especially for Women,Women might not be included in social events or conversation.
India,Especially for Women,"Western women may invite an Indian man to a business lunch and 
              pay the tab without embarrassment."
India,Especially for Women,
India,Especially for Women,
India,Especially for Women,^Back to Top
Indonesia,Meeting and Greeting,"Shake hands and give a slight nod when meeting for the first 
              time. After the first meeting, a handshake is not necessary; a 
              slight bow or nod of the head is sufficient. Shake an Indonesian 
              woman's hand only if she initiates the greeting."
Indonesia,Meeting and Greeting,"Greet people with ""Selamat"" (sell-a-mat), which means peace. 
              Say it slowly and sincerely."
Indonesia,Body Language,"Good relationships involve a great deal of physical contact 
              and touching. But, foreigners should allow time to be accepted and 
              to develop good relationships before this is acceptable."
Indonesia,Body Language,"Indonesians are used to an overcrowded society; they tend to 
              ignore inadvertent invasions of space. Allowing for personal space 
              is a sign of respect."
Indonesia,Body Language,"A man does not touch a woman in public except to shake hands. 
              Do not display affection in public."
Indonesia,Body Language,"The head is where the spirit resides and is considered sacred. 
              Do not touch a person’s head."
Indonesia,Body Language,"Keep both feet on the floor when sitting. Do not cross your 
              legs, especially not with an ankle over the knee. Sitting with 
              good posture (rigid) and both feet on the floor is a sign of 
              respect. Don’t allow the bottom of your feet to face or point at 
              another person."
Indonesia,Body Language,"Looking someone straight in the eyes is considered staring. 
              Avoid prolonged eye contact, which may be viewed as a challenge 
              and may cause anger."
Indonesia,Body Language,"Point with your thumb, not your index finger. Never beckon 
              with one finger."
Indonesia,Body Language,"The left hand is considered unclean. Do not touch food, pass 
              or receive anything, touch anyone or point with your left hand."
Indonesia,Body Language,"Approval is sometimes shown with a pat on the shoulder, but 
              American-style backslapping is considered offensive."
Indonesia,Corporate Culture,"Westerners are expected to be punctual for business 
              appointments. Call if you are delayed. It is very common for 
              Indonesians to arrive late."
Indonesia,Corporate Culture,"Present your business card to the receptionist immediately 
              upon arrival; otherwise, there could be long delays. Exchange 
              business cards when being introduced. Present and receive the card 
              slowly with much interest. Cards in English are acceptable."
Indonesia,Corporate Culture,"Negotiations should start at the top of a corporation and then 
              move down to the operating level to discuss technical matters. 
              Later on, discussions will return once again to the top level of 
              the company."
Indonesia,Corporate Culture,"It is best to conduct a first meeting with the highest ranking 
              person of a company. An introduction from a local associate or 
              bank representative is helpful."
Indonesia,Corporate Culture,"Indonesians don't get right down to business. An initial 
              meeting may last 45-60 minutes without accomplishing much. After 
              this amount of time, the visitor should initiate leaving."
Indonesia,Corporate Culture,"Patience is a necessity when doing business in Indonesia. 
              Business dealings are usually slow, long and frustrating. Business 
              relationships must be allowed to develop over time. Several visits 
              are generally necessary to complete a contract."
Indonesia,Corporate Culture,"Indonesians love to bargain. Giving concessions too quickly 
              will be viewed as naivete."
Indonesia,Corporate Culture,"Clarification and feedback are a necessity throughout 
              negotiations. Avoid disagreement and, especially, arguments with 
              Indonesians."
Indonesia,Corporate Culture,"To Indonesians, insisting on a written contract is a breech of 
              trust, though many understand a Westerner’s need for such 
              documents. A contract should be viewed as a guideline rather than 
              a statement of duties and responsibilities."
Indonesia,Corporate Culture,"Personal visits are important to Indonesians. They do not take 
              well to faxes, telephone calls or messages. Show up in person 
              whenever possible."
Indonesia,Corporate Culture,"Indonesians want very much to please. An untruthful answer may 
              be given so as not to disappoint anyone."
Indonesia,Corporate Culture,"Indonesians rarely disagree in public. To succeed in 
              negotiations with Indonesians, do not apply pressure or be 
              confrontational."
Indonesia,Dining and Entertainment,"Social events generally start late. Indonesians usually arrive 
              thirty minutes after the stated time."
Indonesia,Dining and Entertainment,"Any business discussions at social events should be initiated 
              by Indonesians."
Indonesia,Dining and Entertainment,"A fork and spoon are used for dining. The fork is held in the 
              left hand and the spoon in the right. Use the fork to push food 
              onto the spoon."
Indonesia,Dining and Entertainment,Most Indonesians are Muslim and consume no liquor or pork.
Indonesia,Dining and Entertainment,"Indonesians are known for their hospitality. Do not reject 
              their hospitality, as it will be viewed as a personal rejection. 
              Never refuse food or drink, but never finish either completely. 
              Compliments about the food are appreciated. It is a special honor 
              to be invited to an Indonesian's home."
Indonesia,Dining and Entertainment,"The host is always the last to sit and eat. Men are generally 
              served first. Wait to be invited to eat or drink."
Indonesia,Dining and Entertainment,"The guest of honor or senior person begins the meal; this is a 
              distinct honor. If you are asked to begin the meal, you should 
              refuse twice and then begin."
Indonesia,Dining and Entertainment,"Fingers are still used for eating in some places. Both hands 
              are kept above the table while eating."
Indonesia,Dining and Entertainment,"The person who invites is expected to pay the bill in a 
              restaurant. Request the bill by making a scribbling gesture on the 
              palm of your hand."
Indonesia,Dining and Entertainment,"When finished with the meal, place the fork (tines down) on 
              your plate with your spoon (down) crossed over the fork."
Indonesia,Dining and Entertainment,"If possible, reciprocate with a dinner before you leave the 
              country. A lavish dinner may be criticized; be generous and 
              hospitable, but don't overdo it."
Indonesia,Dress,"Men should wear a suit and jacket for the first business 
              meeting."
Indonesia,Dress,"Women should wear skirts and blouses (never sleeveless) or 
              dresses. Avoid extreme fashions. Muslim rules of modesty should be 
              honored."
Indonesia,Gifts,"Business gifts are generally not exchanged. A small token of 
              appreciation may be given to secretaries. Gifts to colleagues 
              should be given after most business has been concluded."
Indonesia,Gifts,"Receive a gift appreciatively. It is impolite to refuse a 
              gift. Gifts are not opened in the giver's presence except at a 
              ceremony, where the gift is opened in front of an assembled group."
