Country,Section,Detail
Japan,Meeting and Greeting,Dress
Japan,Meeting and Greeting,"Dress is modern and conservative. The Japanese dress well at 
              all times. Dress smartly for parties, even if an invitation says 
              ""Casual"" or ""Come as you are."""
Japan,Meeting and Greeting,"For business, men should wear dark suits and ties (subtle 
              colors)."
Japan,Meeting and Greeting,"Women should wear dresses, suits and shoes with heels. Subtle 
              colors and conservative styles are best for business."
Japan,Meeting and Greeting,Gifts
Japan,Meeting and Greeting,"The ritual of gift giving is more important than the value of 
              the gift."
Japan,Meeting and Greeting,"Allow your Japanese counterpart to initiate the gift giving. 
              Present a gift in a modest fashion, saying, ""This is just a small 
              token,"" or ""This is an insignificant gift."""
Japan,Meeting and Greeting,"It is very important to receive a gift properly. Give a gift 
              and receive a gift with both hands and a slight bow. The Japanese 
              may refuse a gift once or twice before accepting it."
Japan,Meeting and Greeting,"Do not give anyone a gift unless you have one for everyone 
              present."
Japan,Meeting and Greeting,"Correct wrapping is very important. Appearance counts for as 
              much or more than the contents."
Japan,Meeting and Greeting,"Be prepared to give and receive a gift at a first business 
              meeting. Gifts are frequently given at the end of a first meeting. 
              Not giving a proper gift could ruin a business relationship."
Japan,Meeting and Greeting,Helpful Hints
Japan,Meeting and Greeting,"Avoid using the number ""four"" if possible. It has connotations 
              of death to the Japanese."
Japan,Meeting and Greeting,"The Japanese may ask personal questions. This is not intended 
              to be rude, but rather a polite way to show interest. You may give 
              vague or general answers if you feel a question is too personal."
Japan,Meeting and Greeting,"The Japanese do not express opinions and desires openly. What 
              they say and what they mean may be very different."
Japan,Meeting and Greeting,"Do not expect a Japanese person to say ""no."" ""Maybe"" generally 
              means ""no."""
Japan,Meeting and Greeting,Especially for Women
Japan,Meeting and Greeting,"Non-Japanese women are treated very politely in business and 
              it is understood that Western women hold high-level positions in 
              business. Western women must establish credibility and a position 
              of authority immediately."
Japan,Meeting and Greeting,"A non-Japanese woman is viewed first as a foreigner and then 
              as a woman and is treated accordingly."
Japan,Meeting and Greeting,"Businesswomen can invite a Japanese businessman to lunch or 
              dinner. Allow your Japanese colleague to pick the restaurant."
Japan,Body Language,"Nodding is very important. When listening to Japanese speak, 
              especially in English, you should nod to show you are listening 
              and understanding the speaker."
Japan,Body Language,"Silence is a natural and expected form of non-verbal 
              communication. Do not feel a need to chatter."
Japan,Body Language,Do not stand close to a Japanese person. Avoid touching.
Japan,Body Language,Prolonged eye contact (staring) is considered rude.
Japan,Body Language,"Don’t show affection, such as hugging or shoulder slapping, in 
              public."
Japan,Body Language,"Never beckon with your forefinger. The Japanese extend their 
              right arm out in front, bending the wrist down, waving fingers. Do 
              not beckon older people."
Japan,Body Language,"Sit erect with both feet on the floor. Never sit with ankle 
              over knee."
Japan,Body Language,"Waving a hand back and forth with palm forward in front of 
              face means ""no"" or ""I don't know."" This is a polite response to a 
              compliment."
Japan,Body Language,"Never point at someone with four fingers spread out and thumb 
              folded in."
Japan,Body Language,Corporate Culture
Japan,Body Language,Punctuality is a must in all business and social meetings.
Japan,Body Language,"Any degree of knowledge of Japanese culture is greatly 
              appreciated."
Japan,Body Language,"Japanese may exchange business cards even before they shake 
              hands or bow. Be certain your business card clearly states your 
              rank. This will determine who your negotiating counterpart should 
              be."
Japan,Body Language,"Bear in mind that initial negotiations begin with middle 
              managers. Do not attempt to go over their heads to senior 
              management."
Japan,Body Language,"It is acceptable to use a Japanese company interpreter in the 
              first meeting. Once negotiations begin, hire your own interpreter."
Japan,Body Language,"Both business and personal relationships are hierarchical. 
              Older people have higher status than younger, men higher than 
              women and senior executives higher than junior executives."
Japan,Body Language,"It is very important to send a manager of the same rank to 
              meet with a Japanese colleague. Title is very important."
Japan,Body Language,"Work is always undertaken as a group. The workgroup is 
              strongly united with no competition; all succeed or all fail. 
              Decision-making is by consensus. Everyone on the work team must be 
              consulted before making decisions. This is a very slow process."
Japan,Body Language,"The first meeting may focus on establishing an atmosphere of 
              friendliness, harmony and trust. Business meetings are conducted 
              formally, so leave your humor behind. Always allow ten minutes of 
              polite conversation before beginning business meetings."
Japan,Body Language,"It takes several meetings to develop a contract. When the time 
              comes, be content to close a deal with a handshake. Leave the 
              signing of the written contract to later meetings."
Japan,Body Language,"Etiquette and harmony are very important. ""Saving face"" is a 
              key concept. Japanese are anxious to avoid unpleasantness and 
              confrontation. Try to avoid saying ""no."" Instead, say, ""This could 
              be very difficult,"" allowing colleagues to save face."
Japan,Body Language,"Proper introduction to business contacts is a must. The 
              introducer becomes a guarantor for the person being introduced."
Japan,Body Language,"Do not bring a lawyer. It is important is to build business 
              relationships based on trust. The Japanese do not like complicated 
              legal documents. Write contracts that cover essential points."
Japan,Body Language,Dining and Entertainment
Japan,Body Language,"Restaurant entertaining is crucial to business. A person is 
              judged by his/her behavior during and after business hours. Seldom 
              is a business deal completed without dinner in a restaurant."
Japan,Body Language,"Drinking is a group activity. Do not say ""no"" when offered a 
              drink."
Japan,Body Language,"An empty glass is the equivalent of asking for another drink. 
              Keep your glass at least half full if you do not want more. If a 
              Japanese person attempts to pour more and you do not want it, put 
              your hand over your glass, or fill it with water if necessary."
Japan,Body Language,"An empty plate signals a desire for more food. Leave a little 
              food on your plate when you are finished eating."
Japan,Body Language,"When drinking with a Japanese person, fill his glass or cup 
              after he has filled yours. While he is pouring, hold your cup or 
              glass up so he can fill it easily. Never pour your own drink and 
              always pour your companion's."
Japan,Body Language,"Toasting is very important in Japan and many toasts are 
              offered during the course of an evening. At dinner, wait for the 
              toast before you drink. Respond to each toast with a toast."
Japan,Body Language,"Wait for the most important person (honored guest) to begin 
              eating. If you are the honored guest, wait until all the food is 
              on the table and everyone is ready before you eat."
Japan,Body Language,"When offered food, it is polite to hesitate before accepting. 
              You do not have to eat much, but it is rude not to sample each 
              dish."
Japan,Body Language,"It is acceptable to slurp noodles. Some Japanese believe that 
              it makes them taste better."
Japan,Body Language,"Do not finish your soup before eating other foods. It should 
              accompany your meal. Replace the lid of the soup bowl when 
              finished eating."
Japan,Body Language,Dress
Japan,Body Language,"Dress is modern and conservative. The Japanese dress well at 
              all times. Dress smartly for parties, even if an invitation says 
              ""Casual"" or ""Come as you are."""
Japan,Body Language,"For business, men should wear dark suits and ties (subtle 
              colors)."
Japan,Body Language,"Women should wear dresses, suits and shoes with heels. Subtle 
              colors and conservative styles are best for business."
Japan,Body Language,Gifts
Japan,Body Language,"The ritual of gift giving is more important than the value of 
              the gift."
Japan,Body Language,"Allow your Japanese counterpart to initiate the gift giving. 
              Present a gift in a modest fashion, saying, ""This is just a small 
              token,"" or ""This is an insignificant gift."""
Japan,Body Language,"It is very important to receive a gift properly. Give a gift 
              and receive a gift with both hands and a slight bow. The Japanese 
              may refuse a gift once or twice before accepting it."
Japan,Body Language,"Do not give anyone a gift unless you have one for everyone 
              present."
Japan,Body Language,"Correct wrapping is very important. Appearance counts for as 
              much or more than the contents."
Japan,Body Language,"Be prepared to give and receive a gift at a first business 
              meeting. Gifts are frequently given at the end of a first meeting. 
              Not giving a proper gift could ruin a business relationship."
Japan,Body Language,Helpful Hints
Japan,Body Language,"Avoid using the number ""four"" if possible. It has connotations 
              of death to the Japanese."
Japan,Body Language,"The Japanese may ask personal questions. This is not intended 
              to be rude, but rather a polite way to show interest. You may give 
              vague or general answers if you feel a question is too personal."
Japan,Body Language,"The Japanese do not express opinions and desires openly. What 
              they say and what they mean may be very different."
Japan,Body Language,"Do not expect a Japanese person to say ""no."" ""Maybe"" generally 
              means ""no."""
Japan,Body Language,Especially for Women
Japan,Body Language,"Non-Japanese women are treated very politely in business and 
              it is understood that Western women hold high-level positions in 
              business. Western women must establish credibility and a position 
              of authority immediately."
Japan,Body Language,"A non-Japanese woman is viewed first as a foreigner and then 
              as a woman and is treated accordingly."
Japan,Body Language,"Businesswomen can invite a Japanese businessman to lunch or 
              dinner. Allow your Japanese colleague to pick the restaurant."
Japan,Corporate Culture,Punctuality is a must in all business and social meetings.
Japan,Corporate Culture,"Any degree of knowledge of Japanese culture is greatly 
              appreciated."
Japan,Corporate Culture,"Japanese may exchange business cards even before they shake 
              hands or bow. Be certain your business card clearly states your 
              rank. This will determine who your negotiating counterpart should 
              be."
Japan,Corporate Culture,"Bear in mind that initial negotiations begin with middle 
              managers. Do not attempt to go over their heads to senior 
              management."
Japan,Corporate Culture,"It is acceptable to use a Japanese company interpreter in the 
              first meeting. Once negotiations begin, hire your own interpreter."
Japan,Corporate Culture,"Both business and personal relationships are hierarchical. 
              Older people have higher status than younger, men higher than 
              women and senior executives higher than junior executives."
Japan,Corporate Culture,"It is very important to send a manager of the same rank to 
              meet with a Japanese colleague. Title is very important."
Japan,Corporate Culture,"Work is always undertaken as a group. The workgroup is 
              strongly united with no competition; all succeed or all fail. 
              Decision-making is by consensus. Everyone on the work team must be 
              consulted before making decisions. This is a very slow process."
Japan,Corporate Culture,"The first meeting may focus on establishing an atmosphere of 
              friendliness, harmony and trust. Business meetings are conducted 
              formally, so leave your humor behind. Always allow ten minutes of 
              polite conversation before beginning business meetings."
Japan,Corporate Culture,"It takes several meetings to develop a contract. When the time 
              comes, be content to close a deal with a handshake. Leave the 
              signing of the written contract to later meetings."
Japan,Corporate Culture,"Etiquette and harmony are very important. ""Saving face"" is a 
              key concept. Japanese are anxious to avoid unpleasantness and 
              confrontation. Try to avoid saying ""no."" Instead, say, ""This could 
              be very difficult,"" allowing colleagues to save face."
Japan,Corporate Culture,"Proper introduction to business contacts is a must. The 
              introducer becomes a guarantor for the person being introduced."
Japan,Corporate Culture,"Do not bring a lawyer. It is important is to build business 
              relationships based on trust. The Japanese do not like complicated 
              legal documents. Write contracts that cover essential points."
Japan,Corporate Culture,Dining and Entertainment
Japan,Corporate Culture,"Restaurant entertaining is crucial to business. A person is 
              judged by his/her behavior during and after business hours. Seldom 
              is a business deal completed without dinner in a restaurant."
Japan,Corporate Culture,"Drinking is a group activity. Do not say ""no"" when offered a 
              drink."
Japan,Corporate Culture,"An empty glass is the equivalent of asking for another drink. 
              Keep your glass at least half full if you do not want more. If a 
              Japanese person attempts to pour more and you do not want it, put 
              your hand over your glass, or fill it with water if necessary."
Japan,Corporate Culture,"An empty plate signals a desire for more food. Leave a little 
              food on your plate when you are finished eating."
Japan,Corporate Culture,"When drinking with a Japanese person, fill his glass or cup 
              after he has filled yours. While he is pouring, hold your cup or 
              glass up so he can fill it easily. Never pour your own drink and 
              always pour your companion's."
Japan,Corporate Culture,"Toasting is very important in Japan and many toasts are 
              offered during the course of an evening. At dinner, wait for the 
              toast before you drink. Respond to each toast with a toast."
Japan,Corporate Culture,"Wait for the most important person (honored guest) to begin 
              eating. If you are the honored guest, wait until all the food is 
              on the table and everyone is ready before you eat."
Japan,Corporate Culture,"When offered food, it is polite to hesitate before accepting. 
              You do not have to eat much, but it is rude not to sample each 
              dish."
Japan,Corporate Culture,"It is acceptable to slurp noodles. Some Japanese believe that 
              it makes them taste better."
Japan,Corporate Culture,"Do not finish your soup before eating other foods. It should 
              accompany your meal. Replace the lid of the soup bowl when 
              finished eating."
Japan,Corporate Culture,Dress
Japan,Corporate Culture,"Dress is modern and conservative. The Japanese dress well at 
              all times. Dress smartly for parties, even if an invitation says 
              ""Casual"" or ""Come as you are."""
Japan,Corporate Culture,"For business, men should wear dark suits and ties (subtle 
              colors)."
Japan,Corporate Culture,"Women should wear dresses, suits and shoes with heels. Subtle 
              colors and conservative styles are best for business."
Japan,Corporate Culture,Gifts
Japan,Corporate Culture,"The ritual of gift giving is more important than the value of 
              the gift."
Japan,Corporate Culture,"Allow your Japanese counterpart to initiate the gift giving. 
              Present a gift in a modest fashion, saying, ""This is just a small 
              token,"" or ""This is an insignificant gift."""
Japan,Corporate Culture,"It is very important to receive a gift properly. Give a gift 
              and receive a gift with both hands and a slight bow. The Japanese 
              may refuse a gift once or twice before accepting it."
Japan,Corporate Culture,"Do not give anyone a gift unless you have one for everyone 
              present."
Japan,Corporate Culture,"Correct wrapping is very important. Appearance counts for as 
              much or more than the contents."
Japan,Corporate Culture,"Be prepared to give and receive a gift at a first business 
              meeting. Gifts are frequently given at the end of a first meeting. 
              Not giving a proper gift could ruin a business relationship."
Japan,Corporate Culture,Helpful Hints
Japan,Corporate Culture,"Avoid using the number ""four"" if possible. It has connotations 
              of death to the Japanese."
Japan,Corporate Culture,"The Japanese may ask personal questions. This is not intended 
              to be rude, but rather a polite way to show interest. You may give 
              vague or general answers if you feel a question is too personal."
Japan,Corporate Culture,"The Japanese do not express opinions and desires openly. What 
              they say and what they mean may be very different."
Japan,Corporate Culture,"Do not expect a Japanese person to say ""no."" ""Maybe"" generally 
              means ""no."""
Japan,Corporate Culture,Especially for Women
Japan,Corporate Culture,"Non-Japanese women are treated very politely in business and 
              it is understood that Western women hold high-level positions in 
              business. Western women must establish credibility and a position 
              of authority immediately."
Japan,Corporate Culture,"A non-Japanese woman is viewed first as a foreigner and then 
              as a woman and is treated accordingly."
Japan,Corporate Culture,"Businesswomen can invite a Japanese businessman to lunch or 
              dinner. Allow your Japanese colleague to pick the restaurant."
Japan,Dining and Entertainment,"Restaurant entertaining is crucial to business. A person is 
              judged by his/her behavior during and after business hours. Seldom 
              is a business deal completed without dinner in a restaurant."
Japan,Dining and Entertainment,"Drinking is a group activity. Do not say ""no"" when offered a 
              drink."
Japan,Dining and Entertainment,"An empty glass is the equivalent of asking for another drink. 
              Keep your glass at least half full if you do not want more. If a 
              Japanese person attempts to pour more and you do not want it, put 
              your hand over your glass, or fill it with water if necessary."
Japan,Dining and Entertainment,"An empty plate signals a desire for more food. Leave a little 
              food on your plate when you are finished eating."
Japan,Dining and Entertainment,"When drinking with a Japanese person, fill his glass or cup 
              after he has filled yours. While he is pouring, hold your cup or 
              glass up so he can fill it easily. Never pour your own drink and 
              always pour your companion's."
Japan,Dining and Entertainment,"Toasting is very important in Japan and many toasts are 
              offered during the course of an evening. At dinner, wait for the 
              toast before you drink. Respond to each toast with a toast."
Japan,Dining and Entertainment,"Wait for the most important person (honored guest) to begin 
              eating. If you are the honored guest, wait until all the food is 
              on the table and everyone is ready before you eat."
Japan,Dining and Entertainment,"When offered food, it is polite to hesitate before accepting. 
              You do not have to eat much, but it is rude not to sample each 
              dish."
Japan,Dining and Entertainment,"It is acceptable to slurp noodles. Some Japanese believe that 
              it makes them taste better."
Japan,Dining and Entertainment,"Do not finish your soup before eating other foods. It should 
              accompany your meal. Replace the lid of the soup bowl when 
              finished eating."
Japan,Dining and Entertainment,Dress
Japan,Dining and Entertainment,"Dress is modern and conservative. The Japanese dress well at 
              all times. Dress smartly for parties, even if an invitation says 
              ""Casual"" or ""Come as you are."""
Japan,Dining and Entertainment,"For business, men should wear dark suits and ties (subtle 
              colors)."
Japan,Dining and Entertainment,"Women should wear dresses, suits and shoes with heels. Subtle 
              colors and conservative styles are best for business."
Japan,Dining and Entertainment,Gifts
Japan,Dining and Entertainment,"The ritual of gift giving is more important than the value of 
              the gift."
Japan,Dining and Entertainment,"Allow your Japanese counterpart to initiate the gift giving. 
              Present a gift in a modest fashion, saying, ""This is just a small 
              token,"" or ""This is an insignificant gift."""
Japan,Dining and Entertainment,"It is very important to receive a gift properly. Give a gift 
              and receive a gift with both hands and a slight bow. The Japanese 
              may refuse a gift once or twice before accepting it."
Japan,Dining and Entertainment,"Do not give anyone a gift unless you have one for everyone 
              present."
Japan,Dining and Entertainment,"Correct wrapping is very important. Appearance counts for as 
              much or more than the contents."
Japan,Dining and Entertainment,"Be prepared to give and receive a gift at a first business 
              meeting. Gifts are frequently given at the end of a first meeting. 
              Not giving a proper gift could ruin a business relationship."
Japan,Dining and Entertainment,Helpful Hints
Japan,Dining and Entertainment,"Avoid using the number ""four"" if possible. It has connotations 
              of death to the Japanese."
Japan,Dining and Entertainment,"The Japanese may ask personal questions. This is not intended 
              to be rude, but rather a polite way to show interest. You may give 
              vague or general answers if you feel a question is too personal."
Japan,Dining and Entertainment,"The Japanese do not express opinions and desires openly. What 
              they say and what they mean may be very different."
Japan,Dining and Entertainment,"Do not expect a Japanese person to say ""no."" ""Maybe"" generally 
              means ""no."""
Japan,Dining and Entertainment,Especially for Women
Japan,Dining and Entertainment,"Non-Japanese women are treated very politely in business and 
              it is understood that Western women hold high-level positions in 
              business. Western women must establish credibility and a position 
              of authority immediately."
Japan,Dining and Entertainment,"A non-Japanese woman is viewed first as a foreigner and then 
              as a woman and is treated accordingly."
Japan,Dining and Entertainment,"Businesswomen can invite a Japanese businessman to lunch or 
              dinner. Allow your Japanese colleague to pick the restaurant."
Japan,Dress,"Dress is modern and conservative. The Japanese dress well at 
              all times. Dress smartly for parties, even if an invitation says 
              ""Casual"" or ""Come as you are."""
Japan,Dress,"For business, men should wear dark suits and ties (subtle 
              colors)."
Japan,Dress,"Women should wear dresses, suits and shoes with heels. Subtle 
              colors and conservative styles are best for business."
Japan,Dress,Gifts
Japan,Dress,"The ritual of gift giving is more important than the value of 
              the gift."
Japan,Dress,"Allow your Japanese counterpart to initiate the gift giving. 
              Present a gift in a modest fashion, saying, ""This is just a small 
              token,"" or ""This is an insignificant gift."""
Japan,Dress,"It is very important to receive a gift properly. Give a gift 
              and receive a gift with both hands and a slight bow. The Japanese 
              may refuse a gift once or twice before accepting it."
Japan,Dress,"Do not give anyone a gift unless you have one for everyone 
              present."
Japan,Dress,"Correct wrapping is very important. Appearance counts for as 
              much or more than the contents."
Japan,Dress,"Be prepared to give and receive a gift at a first business 
              meeting. Gifts are frequently given at the end of a first meeting. 
              Not giving a proper gift could ruin a business relationship."
Japan,Dress,Helpful Hints
Japan,Dress,"Avoid using the number ""four"" if possible. It has connotations 
              of death to the Japanese."
Japan,Dress,"The Japanese may ask personal questions. This is not intended 
              to be rude, but rather a polite way to show interest. You may give 
              vague or general answers if you feel a question is too personal."
Japan,Dress,"The Japanese do not express opinions and desires openly. What 
              they say and what they mean may be very different."
Japan,Dress,"Do not expect a Japanese person to say ""no."" ""Maybe"" generally 
              means ""no."""
Japan,Dress,Especially for Women
Japan,Dress,"Non-Japanese women are treated very politely in business and 
              it is understood that Western women hold high-level positions in 
              business. Western women must establish credibility and a position 
              of authority immediately."
Japan,Dress,"A non-Japanese woman is viewed first as a foreigner and then 
              as a woman and is treated accordingly."
Japan,Dress,"Businesswomen can invite a Japanese businessman to lunch or 
              dinner. Allow your Japanese colleague to pick the restaurant."
Japan,Gifts,"The ritual of gift giving is more important than the value of 
              the gift."
Japan,Gifts,"Allow your Japanese counterpart to initiate the gift giving. 
              Present a gift in a modest fashion, saying, ""This is just a small 
              token,"" or ""This is an insignificant gift."""
Japan,Gifts,"It is very important to receive a gift properly. Give a gift 
              and receive a gift with both hands and a slight bow. The Japanese 
              may refuse a gift once or twice before accepting it."
Japan,Gifts,"Do not give anyone a gift unless you have one for everyone 
              present."
Japan,Gifts,"Correct wrapping is very important. Appearance counts for as 
              much or more than the contents."
Japan,Gifts,"Be prepared to give and receive a gift at a first business 
              meeting. Gifts are frequently given at the end of a first meeting. 
              Not giving a proper gift could ruin a business relationship."
Japan,Gifts,Helpful Hints
Japan,Gifts,"Avoid using the number ""four"" if possible. It has connotations 
              of death to the Japanese."
Japan,Gifts,"The Japanese may ask personal questions. This is not intended 
              to be rude, but rather a polite way to show interest. You may give 
              vague or general answers if you feel a question is too personal."
Japan,Gifts,"The Japanese do not express opinions and desires openly. What 
              they say and what they mean may be very different."
Japan,Gifts,"Do not expect a Japanese person to say ""no."" ""Maybe"" generally 
              means ""no."""
Japan,Gifts,Especially for Women
Japan,Gifts,"Non-Japanese women are treated very politely in business and 
              it is understood that Western women hold high-level positions in 
              business. Western women must establish credibility and a position 
              of authority immediately."
Japan,Gifts,"A non-Japanese woman is viewed first as a foreigner and then 
              as a woman and is treated accordingly."
Japan,Gifts,"Businesswomen can invite a Japanese businessman to lunch or 
              dinner. Allow your Japanese colleague to pick the restaurant."
Japan,Helpful Hints,"Avoid using the number ""four"" if possible. It has connotations 
              of death to the Japanese."
Japan,Helpful Hints,"The Japanese may ask personal questions. This is not intended 
              to be rude, but rather a polite way to show interest. You may give 
              vague or general answers if you feel a question is too personal."
Japan,Helpful Hints,"The Japanese do not express opinions and desires openly. What 
              they say and what they mean may be very different."
Japan,Helpful Hints,"Do not expect a Japanese person to say ""no."" ""Maybe"" generally 
              means ""no."""
Japan,Helpful Hints,Especially for Women
Japan,Helpful Hints,"Non-Japanese women are treated very politely in business and 
              it is understood that Western women hold high-level positions in 
              business. Western women must establish credibility and a position 
              of authority immediately."
Japan,Helpful Hints,"A non-Japanese woman is viewed first as a foreigner and then 
              as a woman and is treated accordingly."
Japan,Helpful Hints,"Businesswomen can invite a Japanese businessman to lunch or 
              dinner. Allow your Japanese colleague to pick the restaurant."
Japan,Especially for Women,"Non-Japanese women are treated very politely in business and 
              it is understood that Western women hold high-level positions in 
              business. Western women must establish credibility and a position 
              of authority immediately."
Japan,Especially for Women,"A non-Japanese woman is viewed first as a foreigner and then 
              as a woman and is treated accordingly."
Japan,Especially for Women,"Businesswomen can invite a Japanese businessman to lunch or 
              dinner. Allow your Japanese colleague to pick the restaurant."
Luxembourg,The People,"Luxembourgers cherish their independence and separate identity in 
            Europe. Modesty, friendship and strong national pride are valued. 
            They enjoy a slower pace of life than most of northern Europe. 
            Family is very important. Parents influence every aspect of their 
            children's lives; however, this is weakening as more young people 
            leave the country to study/work abroad."
Luxembourg,The People,Meeting and Greeting
Luxembourg,The People,"Shake hands with everyone present--men, women and children--at 
              a business or social meeting. Shake hands again when leaving."
Luxembourg,The People,"Good friends kiss cheeks, one on each side."
Luxembourg,The People,Body Language
Luxembourg,The People,Luxembourgers are friendly but reserved.
Luxembourg,The People,Do not put your hands in your pockets.
Luxembourg,The People,Corporate Culture
Luxembourg,The People,"Luxembourgers take punctuality for business meetings very 
              seriously and expect that you will do likewise; call with an 
              explanation if you will be delayed."
Luxembourg,The People,"Meetings are brief. Luxembourgers usually get right down to 
              business."
Luxembourg,The People,"People are reserved in both their business and private lives. 
              Business/private lives are kept clearly separate."
Luxembourg,The People,"Traditionally, older, more established companies have had a 
              strict hierarchy, but union representation on the board has become 
              more common and a consensus-oriented decision style has been 
              implemented."
Luxembourg,The People,Dining and Entertainment
Luxembourg,The People,"Luxembourgers insist on punctuality for most social occasions. 
              For evening dinners, arrive 15 minutes later than what is stated 
              on the invitation."
Luxembourg,The People,"Dinner is usually a social occasion and a time to enjoy good 
              food, wine and discussion."
Luxembourg,The People,"When finished eating, place your knife and fork side by side 
              on the plate at the 5:25 position. To quietly signify that you are 
              not finished or that you would like more food, cross your knife 
              and fork in the middle of your plate. Leaving food on your plate 
              is impolite."
Luxembourg,The People,Dress
Luxembourg,The People,Cleanliness and neatness are very important.
Luxembourg,The People,"For business, men should wear suits and ties, sometimes hats, 
              or just a sports coat/blazer and dress pants."
Luxembourg,The People,Women should wear dresses or suits.
Luxembourg,The People,Gifts
Luxembourg,The People,"Always bring a gift to the hostess when invited to someone's 
              home. It will probably not be unwrapped immediately (unless no 
              other guests are present or expected)."
Luxembourg,The People,"Give: bouquets of flowers (but not chrysanthemums), bottles of 
              liqueur (but not cheap ones, ask the retailer to recommend one), 
              chocolates."
Luxembourg,The People,"Small business gifts may be exchanged, but usually not at the 
              first meeting."
Luxembourg,The People,"It is acceptable, but not expected, to give a Christmas gift 
              to a Luxembourger colleague, but never send it to a Luxembourger's 
              home."
Luxembourg,The People,"Give: books, music, good quality liquor."
Luxembourg,The People,Helpful Hints
Luxembourg,The People,"Recognize Luxembourg's uniqueness and its nationality. Do not 
              lump the Luxembourgers together with the French or Belgians, and 
              especially not with the Germans."
Luxembourg,The People,"Expect the pace of life to be less hurried than most of 
              Europe."
Luxembourg,The People,Don't chew gum in public.
Luxembourg,The People,Especially for Women
Luxembourg,The People,"Foreign women will have no problem doing business in 
              Luxembourg."
Luxembourg,The People,"A foreign woman does not have to think twice about inviting a 
              Luxembourger man to dinner."
Luxembourg,The People,"Make arrangements in advance with the waiter to pay for 
              business dinners."
Luxembourg,Meeting and Greeting,"Shake hands with everyone present--men, women and children--at 
              a business or social meeting. Shake hands again when leaving."
Luxembourg,Meeting and Greeting,"Good friends kiss cheeks, one on each side."
Luxembourg,Meeting and Greeting,Body Language
Luxembourg,Meeting and Greeting,Luxembourgers are friendly but reserved.
Luxembourg,Meeting and Greeting,Do not put your hands in your pockets.
Luxembourg,Meeting and Greeting,Corporate Culture
Luxembourg,Meeting and Greeting,"Luxembourgers take punctuality for business meetings very 
              seriously and expect that you will do likewise; call with an 
              explanation if you will be delayed."
Luxembourg,Meeting and Greeting,"Meetings are brief. Luxembourgers usually get right down to 
              business."
Luxembourg,Meeting and Greeting,"People are reserved in both their business and private lives. 
              Business/private lives are kept clearly separate."
Luxembourg,Meeting and Greeting,"Traditionally, older, more established companies have had a 
              strict hierarchy, but union representation on the board has become 
              more common and a consensus-oriented decision style has been 
              implemented."
Luxembourg,Meeting and Greeting,Dining and Entertainment
Luxembourg,Meeting and Greeting,"Luxembourgers insist on punctuality for most social occasions. 
              For evening dinners, arrive 15 minutes later than what is stated 
              on the invitation."
Luxembourg,Meeting and Greeting,"Dinner is usually a social occasion and a time to enjoy good 
              food, wine and discussion."
Luxembourg,Meeting and Greeting,"When finished eating, place your knife and fork side by side 
              on the plate at the 5:25 position. To quietly signify that you are 
              not finished or that you would like more food, cross your knife 
              and fork in the middle of your plate. Leaving food on your plate 
              is impolite."
Luxembourg,Meeting and Greeting,Dress
Luxembourg,Meeting and Greeting,Cleanliness and neatness are very important.
Luxembourg,Meeting and Greeting,"For business, men should wear suits and ties, sometimes hats, 
              or just a sports coat/blazer and dress pants."
Luxembourg,Meeting and Greeting,Women should wear dresses or suits.
Luxembourg,Meeting and Greeting,Gifts
Luxembourg,Meeting and Greeting,"Always bring a gift to the hostess when invited to someone's 
              home. It will probably not be unwrapped immediately (unless no 
              other guests are present or expected)."
Luxembourg,Meeting and Greeting,"Give: bouquets of flowers (but not chrysanthemums), bottles of 
              liqueur (but not cheap ones, ask the retailer to recommend one), 
              chocolates."
Luxembourg,Meeting and Greeting,"Small business gifts may be exchanged, but usually not at the 
              first meeting."
Luxembourg,Meeting and Greeting,"It is acceptable, but not expected, to give a Christmas gift 
              to a Luxembourger colleague, but never send it to a Luxembourger's 
              home."
Luxembourg,Meeting and Greeting,"Give: books, music, good quality liquor."
Luxembourg,Meeting and Greeting,Helpful Hints
Luxembourg,Meeting and Greeting,"Recognize Luxembourg's uniqueness and its nationality. Do not 
              lump the Luxembourgers together with the French or Belgians, and 
              especially not with the Germans."
Luxembourg,Meeting and Greeting,"Expect the pace of life to be less hurried than most of 
              Europe."
Luxembourg,Meeting and Greeting,Don't chew gum in public.
Luxembourg,Meeting and Greeting,Especially for Women
Luxembourg,Meeting and Greeting,"Foreign women will have no problem doing business in 
              Luxembourg."
Luxembourg,Meeting and Greeting,"A foreign woman does not have to think twice about inviting a 
              Luxembourger man to dinner."
Luxembourg,Meeting and Greeting,"Make arrangements in advance with the waiter to pay for 
              business dinners."
Luxembourg,Body Language,Luxembourgers are friendly but reserved.
Luxembourg,Body Language,Do not put your hands in your pockets.
Luxembourg,Body Language,Corporate Culture
Luxembourg,Body Language,"Luxembourgers take punctuality for business meetings very 
              seriously and expect that you will do likewise; call with an 
              explanation if you will be delayed."
Luxembourg,Body Language,"Meetings are brief. Luxembourgers usually get right down to 
              business."
Luxembourg,Body Language,"People are reserved in both their business and private lives. 
              Business/private lives are kept clearly separate."
Luxembourg,Body Language,"Traditionally, older, more established companies have had a 
              strict hierarchy, but union representation on the board has become 
              more common and a consensus-oriented decision style has been 
              implemented."
Luxembourg,Body Language,Dining and Entertainment
Luxembourg,Body Language,"Luxembourgers insist on punctuality for most social occasions. 
              For evening dinners, arrive 15 minutes later than what is stated 
              on the invitation."
